inicio,fin,grupo,sector,subsector,producto,tipo,subtipo,posicion,categoria,precio,year,day,month_day,week,month
2018-01-01,2018-01-07,Agricultura,Frutales,Frutales no cítricos,Chirimoya,NA,NA,Mercas,NA,3.11,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Frutales,Frutales no cítricos,Chirimoya,NO DESIGNADO,FINO DE JETE,Agricultor,EXTRA,2.11,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Frutales,Frutales no cítricos,Chirimoya,NO DESIGNADO,FINO DE JETE,Agricultor,I,1.74,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Frutales,Frutales no cítricos,Chirimoya,NO DESIGNADO,FINO DE JETE,Agricultor,II,0.8,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Frutales,Frutales no cítricos,Mango,NA,NA,Mercas,NA,1.77,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Frutos rojos,Frambuesa,NA,NA,Agricultor,I,7.01,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Frutos rojos,Fresa,NA,NA,Agricultor,I,2.91,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Frutos rojos,Fresa,NA,NA,Agricultor,I,1.89,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Frutos rojos,Fresa,NA,NA,Agricultor,II,0.48,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Frutos rojos,Fresa,NA,NA,Mercas,NA,2.46,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas al aire libre,Ajo,NA,NA,Mercas,NA,1.82,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas al aire libre,Cebolla,NA,NA,Mercas,NA,0.4,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas al aire libre,Espárrago,NA,NA,Mercas,NA,6.61,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas al aire libre,Lechuga,NA,NA,Mercas,NA,1.26,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas al aire libre,Zanahoria,NA,NA,Mercas,NA,0.76,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas al aire libre,Zanahoria,NANTESA,NA,Agricultor,I (MANOJO),0.32,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Berenjena,NA,NA,Mercas,NA,1.21,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Berenjena,LARGA,SIN ESPECIFICAR,Agricultor,I,0.5,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Berenjena,LARGA,SIN ESPECIFICAR,Agricultor,II,0.24,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Berenjena,LARGA,SIN ESPECIFICAR,Subasta,NA,0.5,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Berenjena,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,I,0.53,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Berenjena,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,II,0.16,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Berenjena,RAYADA,SIN ESPECIFICAR,Agricultor,I,0.72,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Berenjena,RAYADA,SIN ESPECIFICAR,Agricultor,II,0.35,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Berenjena,RAYADA,SIN ESPECIFICAR,Subasta,NA,0.8,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Calabacín,NA,NA,Mercas,NA,0.88,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Calabacín,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,I,0.54,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Calabacín,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,II,0.07,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Calabacín,VERDE,SIN ESPECIFICAR,Agricultor,I,0.4,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Calabacín,VERDE,SIN ESPECIFICAR,Agricultor,II,0.16,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Calabacín,VERDE,SIN ESPECIFICAR,Subasta,NA,0.38,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Judía verde,NA,NA,Mercas,NA,3.07,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Judía verde,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,I,3.09,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Judía verde,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,II,0.56,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Judía verde,PLANA,SIN ESPECIFICAR,Agricultor,I,2.1,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Judía verde,PLANA,SIN ESPECIFICAR,Agricultor,II,0.7,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Judía verde,PLANA,SIN ESPECIFICAR,Subasta,NA,2.22,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Judía verde,REDONDA,SIN ESPECIFICAR,Agricultor,I,3.07,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Judía verde,REDONDA,SIN ESPECIFICAR,Agricultor,II,0.44,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Judía verde,REDONDA,SIN ESPECIFICAR,Subasta,NA,3.38,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Melón,NA,NA,Mercas,NA,1.14,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,NA,NA,Mercas,NA,0.79,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,CORTO O TIPO ESPANOL,SIN ESPECIFICAR,Agricultor,I,0.38,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,CORTO O TIPO ESPANOL,SIN ESPECIFICAR,Agricultor,II,0.21,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,CORTO O TIPO ESPANOL,SIN ESPECIFICAR,Subasta,NA,0.41,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,LARGO TIPO HOLANDES O ALMERIA,SIN ESPECIFICAR,Agricultor,I,0.47,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,LARGO TIPO HOLANDES O ALMERIA,SIN ESPECIFICAR,Agricultor,II,0.16,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,LARGO TIPO HOLANDES O ALMERIA,SIN ESPECIFICAR,Subasta,NA,0.45,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,MEDIO LARGO O TIPO FRANCES,SIN ESPECIFICAR,Agricultor,I,0.23,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,MEDIO LARGO O TIPO FRANCES,SIN ESPECIFICAR,Agricultor,II,0.18,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,MEDIO LARGO O TIPO FRANCES,SIN ESPECIFICAR,Subasta,NA,0.24,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,I,1.4,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pepino,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,II,0.15,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,NA,NA,Mercas,NA,1.66,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,AMARILLO,Agricultor,I,1.38,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,AMARILLO,Agricultor,II,0.5,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,AMARILLO,Subasta,NA,1.48,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,NARANJA,Agricultor,I,1.4,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,NARANJA,Agricultor,II,0.78,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,ROJO,Agricultor,I,0.95,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,ROJO,Agricultor,II,0.38,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,ROJO,Subasta,NA,0.97,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,SIN ESPECIFICAR,Agricultor,I,1.27,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,SIN ESPECIFICAR,Agricultor,II,0.32,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,SIN ESPECIFICAR,Subasta,NA,0.33,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,VERDE,Agricultor,I,0.79,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,VERDE,Agricultor,II,0.33,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,CALIFORNIA,VERDE,Subasta,NA,0.79,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,DULCE CONICO,SIN ESPECIFICAR,Agricultor,I,1.12,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,DULCE CONICO,SIN ESPECIFICAR,Agricultor,II,0.24,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,ITALIANO,SIN ESPECIFICAR,Agricultor,I,0.95,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,ITALIANO,SIN ESPECIFICAR,Agricultor,II,0.77,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,ITALIANO,SIN ESPECIFICAR,Subasta,NA,1.04,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,LAMUYO,ROJO,Agricultor,I,0.74,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,LAMUYO,ROJO,Agricultor,II,0.29,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,LAMUYO,ROJO,Subasta,NA,0.79,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,LAMUYO,SIN ESPECIFICAR,Agricultor,I,1.07,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,LAMUYO,SIN ESPECIFICAR,Agricultor,II,0.34,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,LAMUYO,SIN ESPECIFICAR,Subasta,NA,1.2,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,LAMUYO,VERDE,Agricultor,I,0.72,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,LAMUYO,VERDE,Agricultor,II,0.37,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,LAMUYO,VERDE,Subasta,NA,0.79,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,I,2.15,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,II,0.36,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,SNACK,SIN ESPECIFICAR,Agricultor,I,1.88,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Pimiento,SNACK,SIN ESPECIFICAR,Agricultor,II,0.3,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Sandía,NA,NA,Mercas,NA,0.88,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,NA,NA,Mercas,NA,1.47,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,ASURCADO,SIN ESPECIFICAR,Agricultor,I,0.69,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,ASURCADO,SIN ESPECIFICAR,Agricultor,II,0.32,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,ASURCADO,SIN ESPECIFICAR,Subasta,NA,0.54,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,LARGA VIDA,SIN ESPECIFICAR,Agricultor,I,0.73,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,LARGA VIDA,SIN ESPECIFICAR,Agricultor,II,0.3,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,LARGA VIDA,SIN ESPECIFICAR,Subasta,NA,0.66,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,LISO,SIN ESPECIFICAR,Agricultor,I,0.55,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,LISO,SIN ESPECIFICAR,Agricultor,II,0.46,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,LISO,SIN ESPECIFICAR,Subasta,NA,0.53,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,I,0.62,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,NO DESIGNADO,SIN ESPECIFICAR,Agricultor,II,0.26,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,PERA,SIN ESPECIFICAR,Agricultor,I,0.5,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,PERA,SIN ESPECIFICAR,Agricultor,II,0.24,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,PERA,SIN ESPECIFICAR,Subasta,NA,0.53,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,RAMA,SIN ESPECIFICAR,Agricultor,I,0.75,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,RAMA,SIN ESPECIFICAR,Agricultor,II,0.52,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,RAMA,SIN ESPECIFICAR,Subasta,NA,0.8,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,TIPO CHERRY,PERA SUELTO ROJO,Agricultor,I,1.34,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,TIPO CHERRY,PERA SUELTO ROJO,Agricultor,II,1.14,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,TIPO CHERRY,REDONDO RAMA ROJO,Agricultor,I,1.43,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,TIPO CHERRY,REDONDO RAMA ROJO,Agricultor,II,0.58,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,TIPO CHERRY,REDONDO SUELTO ROJO,Agricultor,I,1.23,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,TIPO CHERRY,REDONDO SUELTO ROJO,Agricultor,II,0.33,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,TIPO CHERRY,SIN ESPECIFICAR,Agricultor,I,1.86,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura,Hortalizas,Hortalizas protegidas,Tomate,TIPO CHERRY,SIN ESPECIFICAR,Agricultor,II,1.13,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Berenjena,LARGA (ECO),SIN ESPECIFICAR (ECO),Agricultor,NA,0.83,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Calabacín,VERDE (ECO),SIN ESPECIFICAR (ECO),Agricultor,NA,1.08,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Pepino,TIPO HOLANDES O ALMERIA (ECO),SIN ESPECIFICAR (ECO),Agricultor,NA,1.13,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Pimiento,CALIFORNIA (ECO),AMARILLO (ECO),Agricultor,NA,1.45,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Pimiento,CALIFORNIA (ECO),ROJO (ECO),Agricultor,NA,1.37,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Pimiento,CALIFORNIA (ECO),VERDE (ECO),Agricultor,NA,1.14,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Pimiento,DULCE CONICO (ECO),ROJO (ECO),Agricultor,NA,1.54,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Pimiento,DULCE CONICO (ECO),SIN ESPECIFICAR (ECO),Agricultor,NA,1.42,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Tomate,PERA (ECO),SIN ESPECIFICAR (ECO),Agricultor,NA,0.72,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Tomate,RAMA (ECO),SIN ESPECIFICAR (ECO),Agricultor,NA,0.88,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Tomate,REDONDO (ECO),SIN ESPECIFICAR (ECO),Agricultor,NA,0.62,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Tomate,TIPO CHERRY (ECO),PERA SUELTO ROJO (ECO),Agricultor,NA,1.6,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Tomate,TIPO CHERRY (ECO),REDONDO RAMA ROJO (ECO),Agricultor,NA,1.86,2018,01,01-01,1,Enero
2018-01-01,2018-01-07,Agricultura ECO,Hortalizas ECO,Hortalizas ECO protegidas,Tomate,TIPO CHERRY (ECO),REDONDO SUELTO ROJO (ECO),Agricultor,NA,1.29,2018,01,01-01,1,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Cítricos,Limón,NA,NA,Mercas,NA,0.95,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Cítricos,Mandarina,NA,NA,Mercas,NA,0.85,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Cítricos,Naranja,NA,NA,Mercas,NA,0.76,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Cítricos,Pomelo,NA,NA,Mercas,NA,1,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Frutales de cáscara,Almendra,PEPITA,COMUNA,Agricultor,NA,4.54,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Frutales de cáscara,Almendra,PEPITA,LARGUETA,Agricultor,NA,5.13,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Frutales no cítricos,Aguacate,NA,NA,Mercas,NA,3.78,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Frutales no cítricos,Aguacate,NO DESIGNADO,BACON,Agricultor,I,1.2,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Frutales no cítricos,Aguacate,NO DESIGNADO,BACON,Agricultor,II,0.3,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Frutales no cítricos,Aguacate,NO DESIGNADO,BACON,Agricultor,SIN ESPECIFICAR,0.62,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Frutales no cítricos,Aguacate,NO DESIGNADO,FUERTE,Agricultor,I,1.77,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Frutales no cítricos,Aguacate,NO DESIGNADO,FUERTE,Agricultor,II,0.65,2018,08,01-08,2,Enero
2018-01-08,2018-01-14,Agricultura,Frutales,Frutales no cítricos,Aguacate,NO DESIGNADO,FUERTE,Agricultor,SIN ESPECIFICAR,1.43,2018,08,01-08,2,Enero
